cust_id,recency,frequency,monetary
14000,175,2,633.71
14001,39,4,2030.33
14002,114,2,529.73
14004,37,7,4582.64
14005,8,5,2874.72
14006,98,3,962.19
14009,168,3,685.93
14012,231,1,328.8
14013,94,3,473.02
14014,66,1,505.18
14015,45,1,917.34
14016,131,5,4328.46
14019,40,4,1398.96
14020,14,2,642.8
14021,132,3,631.9
14022,189,1,440
14023,6,2,584.07
14024,103,2,327.7
14027,52,1,104.82
14029,54,2,467.66
14030,16,8,2360.09
14031,6,23,14634.64
14032,2,18,2929.84
14034,19,4,512.02
14035,24,5,1428.02
14036,237,1,626.65
14037,150,2,147.2
14038,67,4,1554.48
14039,29,1,152.2
14040,35,15,3542.19
14041,221,1,141.41
14044,23,4,652.82
14045,93,4,1659.75
14046,237,1,154.99
14047,7,7,1290.01
14048,231,2,375.13
14049,14,6,5639.15
14050,27,2,746.36
14051,0,26,15477.34
14052,17,1,225.36
14053,106,2,260.25
14054,56,1,92.46
14055,90,1,725.64
14056,1,29,8124.4
14057,20,18,6147.4
14059,221,1,183.6
14060,4,20,6135.38
14062,8,12,10464.85
14064,25,7,1188.32
14066,221,1,152.55
14067,54,2,374.7
14068,268,1,265.85
14071,3,9,1307.41
14073,18,2,139.54
14075,4,3,942.26
14076,110,1,122.47
14077,35,5,499.42
14078,87,6,1049.37
14079,106,1,375.1
14080,28,1,45.6
14081,222,4,904.67
14082,306,1,182.25
14083,4,9,1018.43
14085,2,19,4435.79
14087,2,2,181.67
14088,9,14,50415.49
14089,48,1,161
14090,271,1,76.32
14092,6,17,4063.1
14093,11,1,442.85
14096,4,34,57120.91
14098,31,1,147.35
14099,14,12,3092.97
14100,117,1,194.9
14101,63,6,5976.79
14102,5,8,1314.73
14104,131,2,216.21
14105,73,2,1260.33
14107,44,8,2688.48
14108,26,3,594.16
14109,20,2,80.2
14110,3,13,5669.65
14111,12,5,688.6
14112,19,12,2774.17
14113,3,8,1377.92
14114,227,2,386.53
14116,17,5,1382.74
14117,122,1,90
14119,298,1,-19.9
14121,3,6,2740.3
14124,72,1,419.58
14125,9,3,2740.43
14126,6,4,643.63
14127,104,3,709.71
14128,52,2,637.5
14129,1,5,1123.86
14130,267,1,483.86
14132,2,12,3580.13
14133,110,5,590.34
14135,1,15,4690.31
14138,1,2,982.38
14139,40,1,415.82
14140,3,3,920.05
14141,2,6,879.03
14142,314,1,311.81
14143,113,1,115.8
14145,40,5,3148.2
14146,7,6,2949.57
14147,42,3,468.4
14148,193,1,157.2
14149,180,3,259.43
14150,30,2,658.64
14152,65,3,611.09
14154,198,2,1345.62
14155,221,1,118.75
14156,8,66,113384.14
14157,17,3,400.43
14158,35,1,507.66
14159,17,14,4678.3
14161,183,3,1110.52
14162,148,2,289.36
14163,75,4,2445.91
14164,60,2,1631.77
14165,229,1,122.54
14167,34,4,574.84
14171,84,1,363.79
14173,9,4,450.84
14174,29,1,134.46
14175,44,7,3108.06
14176,248,5,574
14177,72,5,554.46
14178,7,7,1620.93
14179,35,2,719.78
14180,9,31,4640.77
14184,57,1,452.89
14185,277,1,197.65
14188,7,10,2018.91
14189,2,24,4604.31
14191,1,14,4660.01
14193,58,2,853.39
14194,4,32,11216.75
14195,171,3,962.7
14196,90,1,335.52
14198,4,7,663.5
14199,185,1,185.4
14201,52,9,688.04
14204,2,1,161.03
14205,9,4,218.78
14206,198,2,308.26
14208,81,1,151.74
14209,9,7,2067.13
14210,78,7,1900.89
14211,46,13,2208.3
14212,77,1,1070.48
14213,312,1,-1192.2
14214,26,7,1000.23
14215,10,7,1777.92
14216,3,4,1839.3
14217,1,24,1925.36
14218,36,1,169.48
14219,4,1,89.94
14220,205,2,632.4
14221,36,10,3427.85
14222,151,1,683.17
14223,79,4,975.23
14224,94,4,1050.12
14226,24,7,2201.64
14227,23,15,3315.71
14229,44,5,1450.6
14231,153,5,822.06
14232,27,8,2043.93
14233,37,5,1447.51
14234,19,4,775.46
14235,9,6,3093.86
14236,69,2,490.86
14237,314,1,161
14238,273,1,146.85
14239,37,13,2323.5
14240,26,2,890.34
14241,156,1,213.7
14242,194,2,280.55
14243,7,14,2535.88
14245,150,5,1677.48
14246,94,3,1474.06
14247,232,1,136.77
14248,266,1,302.58
14250,6,3,1904.05
14251,1,5,2879.7
14256,211,3,935.06
14257,44,6,3087.27
14258,8,10,12650.08
14259,120,1,120
14261,43,2,1163.45
14262,7,8,2618.23
14264,131,3,319.47
14265,93,2,530.18
14267,128,7,1279.09
14270,277,1,492.65
14271,189,1,112.32
14272,63,2,437.96
14273,44,4,559.97
14276,76,5,1019.39
14277,13,4,3957
14280,166,1,134.04
14282,3,15,3729.34
14284,26,3,578.45
14285,18,4,1910.01
14286,20,5,4595.81
14287,7,4,151.23
14288,180,2,413.85
14289,7,6,911.26
14290,10,6,2307.45
14291,1,12,3873.3
14292,6,14,4819.33
14293,3,4,1046.56
14295,35,2,154.7
14297,15,6,1284.06
14298,3,45,50862.44
14299,7,18,2855.35
14300,16,1,43.2
14301,91,2,632.04
14304,188,2,197.1
14305,61,5,1803.76
14306,44,3,2083.42
14307,76,6,2995.72
14309,7,10,2319.68
14311,189,2,229.71
14312,40,6,1611.59
14314,90,1,120
14315,18,7,2456.98
14317,55,1,508.58
14320,175,3,343.11
14321,9,5,1530.75
14323,97,4,574.26
14326,194,2,166.85
14327,139,1,311.65
14329,7,14,4928.74
14331,106,2,462.66
14332,19,3,866.31
14333,55,2,351.45
14334,14,9,2539.46
14335,14,2,468.26
14336,14,4,1614.91
14338,135,4,554.22
14339,194,4,289.91
14340,185,1,134.7
14341,39,9,2166.38
14342,18,6,607.71
14344,108,8,889.93
14345,33,1,108.98
14346,102,2,1021.58
14348,216,1,409.57
14349,9,1,133.5
14350,225,2,258.7
14351,140,1,51
14352,134,4,1078.96
14353,183,1,90.6
14354,5,2,163.62
14355,307,1,174.4
14356,52,4,666.94
14357,37,1,225.77
14359,17,6,882.58
14360,27,4,2128.23
14362,19,1,161.2
14364,92,8,3717.35
14367,7,19,9167.82
14368,267,1,155
14371,246,1,100.5
14373,301,1,76.55
14375,158,1,257.68
14377,163,2,617.05
14379,38,2,348.1
14381,45,1,202.68
14382,23,1,626.07
14383,33,3,1247.69
14385,8,3,202.11
14386,247,1,142.4
14387,28,3,1770.56
14388,7,10,3172.04
14389,7,5,999.72
14390,9,13,4592.47
14393,185,1,67.95
14395,2,12,3471.91
14396,56,2,487.99
14397,0,23,2556.68
14400,120,2,559.7
14401,4,14,4039.98
14403,111,5,1426.31
14404,29,7,1434.72
14406,101,1,156.75
14407,91,9,2111.08
14408,9,7,2606.53
14409,61,7,1908.25
14410,13,15,576.3
14411,259,1,1063
14412,30,3,761.33
14413,305,1,122.7
14414,78,8,1485.13
14415,1,18,5811.56
14416,19,2,490.22
14418,3,3,1937.25
14419,9,6,1058.06
14420,73,2,385.87
14421,49,2,813.11
14422,0,6,4263.64
14423,185,1,265.2
14424,15,1,322.08
14426,16,16,3918.9
14427,43,2,363.34
14428,6,7,1230.14
14431,249,2,397.76
14432,8,6,2255.51
14434,18,6,1372.8
14436,84,1,89.06
14437,122,2,-43.4
14438,256,1,131.9
14439,267,1,2661.24
14440,7,5,2357.68
14441,0,10,1545.14
14442,1,5,1544.62
14443,46,7,1400.88
14446,0,4,1039.58
14447,16,5,1163.23
14448,8,2,375.35
14449,16,4,907.1
14450,154,3,483.25
14451,52,2,662.59
14452,9,2,264.44
14453,162,1,119.93
14456,5,14,3047.63
14457,259,1,113.64
14459,132,1,1837.92
14460,94,4,383.34
14461,126,3,2103.06
14462,54,15,1965.9
14463,84,3,529.62
14465,204,3,1058.62
14466,25,7,2272.4
14467,15,4,598.76
14470,10,2,461.19
14472,88,8,1936.84
14473,64,2,234.34
14474,37,2,537.71
14475,61,6,799.82
14476,214,1,215.7
14477,17,5,1307.81
14479,210,2,316.25
14480,10,1,279.05
14481,140,2,636.51
14482,16,6,2068.15
14483,127,2,129.2
14484,43,1,321.92
14485,33,1,165.75
14487,23,7,1183.58
14488,44,2,1047.43
14489,176,1,463.38
14491,149,2,340.93
14493,6,7,2362.84
14494,22,1,139.56
14495,43,2,123.8
14496,260,2,538.81
14497,251,2,457.47
14498,36,5,1957.32
14499,23,3,815.32
14500,76,3,356.85
14501,55,3,190.31
14502,17,14,2351.02
14503,3,6,3543.26
14504,41,4,673.26
14505,15,11,5818.7
14506,15,5,2012.17
14507,20,7,1368.18
14508,19,2,276.42
14511,10,6,1267.41
14512,160,2,275.28
14513,86,4,438.49
14514,53,3,1055.35
14515,15,6,2102.09
14517,29,2,330.45
14518,55,1,174.37
14520,1,2,270.6
14522,21,4,974.54
14523,92,1,241.09
14524,27,9,1867.68
14525,7,13,4221.37
14527,2,86,7711.38
14528,32,1,364.22
14529,52,3,620.04
14530,22,6,2925.91
14532,196,4,932.85
14533,21,9,1812.62
14534,2,25,4075.35
14535,51,4,2841.09
14536,215,1,171.8
14537,49,1,355.56
14538,55,2,388.25
14539,13,2,537.48
14540,8,3,996.26
14541,50,8,1461.65
14542,158,1,103.25
14543,3,21,2916.17
14544,21,2,2024.45
14546,4,9,2487.02
14547,3,9,3986.74
14548,128,2,652.8
14549,260,1,289.24
14550,9,2,765.62
14551,16,2,186.23
14552,129,1,165.07
14553,17,5,859.27
14554,9,4,2381.04
14555,49,2,324.14
14557,55,2,1.56E-13
14560,6,24,2174.18
14561,65,3,1080.76
14562,3,22,4709.22
14565,82,6,3073.77
14566,94,1,1432
14567,30,3,1524.46
14569,1,1,227.39
14570,233,2,218.06
14572,3,10,2803.69
14573,153,13,1603.72
14576,313,1,35.4
14577,11,4,859.71
14578,3,1,168.63
14581,14,1,138.6
14582,35,1,114.11
14583,5,5,1052.55
14584,144,5,1029.26
14585,43,1,157.05
14586,191,3,134.16
14587,16,10,1598.24
14589,312,1,39.75
14591,13,4,1447.14
14592,30,3,570.46
14593,18,3,617.99
14594,6,2,379.83
14595,17,6,1740.6
14597,10,2,883.15
14598,38,1,221.97
14600,255,1,393.33
14601,9,1,213.96
14603,228,1,660
14606,1,128,11713.85
14607,13,17,11341.1
14608,4,4,1785.15
14609,62,4,601.56
14616,201,3,406.08
14618,8,4,538.59
14619,198,2,379.51
14620,173,3,393.28
14621,1,6,1765.76
14622,157,1,320.58
14623,28,6,869.35
14624,49,2,225.85
14625,158,5,848.48
14626,7,7,2757.07
14627,260,1,-21.85
14628,78,2,671.96
14629,4,3,939.21
14631,43,3,1006.98
14632,218,1,114.56
14633,221,1,344.9
14636,31,2,609.85
14638,43,1,443.6
14639,45,8,2952.34
14640,13,8,2042.15
14641,18,1,110.46
14642,50,1,96.12
14643,145,3,668.61
14644,8,4,780.46
14645,133,2,597.09
14646,1,77,279489.02
14647,171,1,243.22
14649,4,4,1417.29
14651,58,2,654.6
14652,66,1,114.18
14653,1,7,1947.55
14655,3,5,1930.15
14656,144,2,291.05
14657,15,5,838.27
14658,5,2,247.15
14659,7,12,2456.53
14660,74,2,285.74
14661,23,1,107.95
14662,24,4,771.17
14664,17,2,637.89
14665,52,7,1258.38
14666,21,1,195.25
14667,9,27,9231.2
14669,200,3,1269.99
14670,233,2,411.53
14672,194,2,765.55
14673,3,5,1736.4
14675,14,1,604.75
14676,27,8,2543.24
14679,312,1,-2.55
14680,22,23,26932.34
14681,61,3,498.95
14682,160,2,52
14684,22,5,1236.28
14687,90,1,628.38
14688,6,27,5107.38
14689,177,1,112.8
14690,38,3,358.61
14691,26,5,2114.33
14692,117,5,582.05
14693,220,1,172.9
14696,4,9,2070.97
14697,185,2,188.61
14698,1,5,1250.76
14699,182,1,109.13
14700,28,3,2235.3
14701,9,12,2486.22
14702,1,18,3250.64
14703,12,1,318.17
14704,10,9,1546.91
14705,168,1,179
14708,2,4,1096.67
14709,13,14,4911.14
14710,12,4,606.13
14711,9,12,2838.2
14712,25,3,917.07
14713,8,12,2664.26
14714,21,1,160.19
14715,21,4,867.38
14716,37,2,329.68
14719,1,6,1592.18
14720,5,3,663.81
14722,125,1,187.92
14723,9,6,1158.3
14725,21,1,718.08
14727,228,1,268.58
14729,314,1,313.49
14730,1,8,2005.06
14731,41,3,380.02
14732,7,10,2686.34
14733,8,15,9451.54
14735,3,34,5807.69
14737,3,3,1164.55
14738,34,9,1289.94
14739,2,8,3899.1
14740,163,4,1423.21
14741,10,6,1400.34
14744,14,9,1088.53
14745,95,6,1167.16
14747,205,2,294.3
14748,25,6,1311.79
14752,37,1,389.64
14753,75,1,563.15
14754,38,2,638.05
14755,8,12,4965.38
14756,13,1,738.96
14757,65,1,420.5
14758,123,4,1484.06
14759,4,3,1625.97
14760,245,2,53.8
14761,50,2,255.9
14762,219,1,300.52
14764,37,2,250.55
14765,25,3,254.11
14766,7,8,2423.07
14768,15,3,139.5
14769,2,10,10641.6
14770,192,2,876.42
14772,95,1,139.26
14775,50,3,1011.9
14776,44,13,2195.58
14777,4,2,-17.45
14778,108,2,730.86
14779,233,3,386.15
14780,47,2,447.68
14782,267,1,200.1
14784,23,2,289.99
14785,9,2,77.4
14788,6,2,679.44
14789,24,1,197.64
14790,14,4,745.06
14792,54,2,-2.22E-16
14793,4,2,214.14
14794,2,9,1272.11
14795,142,1,131.45
14796,1,27,7839.51
14798,45,3,173.74
14799,44,1,157.7
14800,41,16,4236.34
14801,53,1,193.14
14803,138,3,845.55
14804,7,1,353.27
14805,13,4,554.65
14806,65,1,193.39
14808,34,15,2175.37
14810,35,11,2087.88
14813,311,2,155.43
14815,31,2,778.5
14816,167,1,271.85
14817,170,2,1110.34
14818,63,3,657.8
14819,55,2,272.07
14820,18,4,507.29
14821,308,1,48.8
14823,154,3,321.43
14824,9,4,1127.71
14825,3,12,2226.91
14828,166,3,2139.76
14829,25,6,644.65
14830,46,1,197.13
14834,15,8,1698.35
14836,9,3,102.45
14837,77,5,1641.2
14840,222,1,62.85
14841,46,6,3295.76
14842,30,8,2456.8
14844,54,4,3189.81
14847,126,1,309.4
14849,18,28,7904.28
14850,260,2,278.15
14851,20,2,511.35
14852,50,6,2836.69
14853,7,3,463.05
14854,67,8,2749.89
14855,101,2,645.65
14856,31,3,1311.38
14857,51,3,1165.65
14859,11,5,1352.04
14860,7,2,168.62
14861,45,1,125.79
14862,22,2,841.2
14863,25,1,266.76
14865,6,2,52.2
14866,9,13,14197.45
14867,158,4,701.33
14868,3,9,2939.64
14869,3,3,721.95
14870,217,1,327.25
14871,3,4,522.38
14873,178,1,519.68
14875,8,5,1448.72
14878,11,9,1485.54
14880,66,3,706.19
14881,17,1,255.4
14882,23,2,589.7
14883,16,7,756.64
14885,112,1,765.32
14886,209,1,364.8
14887,68,1,1862
14888,176,1,369.2
14889,281,1,135.9
14890,210,1,125.65
14891,126,2,554.38
14893,8,2,1237.85
14894,73,1,655.75
14895,6,24,11020.26
14896,173,2,468.77
14897,6,4,1366.38
14898,20,8,1228.32
14901,10,10,1414.99
14902,18,2,314.11
14903,18,10,2744.48
14904,2,2,1025.44
14905,131,3,599.9
14907,3,10,3478.85
14908,64,1,277.8
14910,2,7,389.86
14911,1,248,132572.62
14912,14,3,841.52
14913,30,4,1227.43
14915,73,3,258.83
14916,60,5,1264.84
14918,98,2,1610.15
14920,180,2,977.77
14921,26,2,1316.07
14923,43,1,749.1
14924,203,1,310.05
14929,28,1,223.88
14930,92,3,2372.86
14931,4,6,964.68
14932,307,1,363.53
14934,62,3,1888.84
14935,248,1,1784.71
14936,8,9,8117.42
14937,48,4,1617.63
14944,25,14,5842.95
14946,12,1,100.9
14947,62,2,290.82
14948,20,7,1066.57
14950,7,2,361.25
14951,68,1,311.69
14952,40,15,7912.79
14953,22,1,289.82
14954,11,1,336.17
14957,210,1,58.49
14958,125,3,499.68
14959,51,5,684.97
14960,7,2,221.27
14961,9,12,7006.58
14962,225,1,126.7
14963,8,5,1487.8
14964,205,1,206.21
14965,83,2,599
14966,12,1,191.32
14967,42,1,463.8
14968,26,1,147.59
14970,59,4,1592.06
14971,30,3,1116.57
14972,109,1,114.77
14973,91,3,1314.45
14974,32,1,114.39
14975,49,1,279.94
14976,49,8,765.86
14978,62,5,1931.42
14981,204,1,102.12
14984,17,2,213.27
14985,168,2,296.75
14987,13,2,326.4
14988,179,1,334.54
14995,33,2,233.23
14997,40,4,540.98
14998,145,2,429.87
15000,41,1,490.52
15002,98,4,1641.76
15004,125,1,1246.32
15005,13,35,6180.49
15006,44,1,502.09
15007,136,1,156.91
15009,11,3,1261.78
15010,30,1,308.94
15012,46,2,423.04
15014,37,2,260.17
15016,147,1,170.04
15017,29,1,125.58
15018,33,4,456.26
15019,221,1,266
15021,7,13,1872.28
15022,10,4,905.04
15023,3,12,6763.16
15024,8,10,1661.33
15025,29,1,377.01
15026,69,3,469
15027,26,6,1051.95
15028,7,4,627.13
15030,61,2,518.28
15031,4,4,668.14
15032,213,5,4464.1
15033,4,11,2571.02
15034,13,11,4277.66
15035,77,1,252.73
15036,62,3,465.55
15038,37,7,665.59
15039,8,52,19786.44
15041,145,1,180.35
15042,169,1,135.93
15043,27,1,537
15044,17,22,7629.38
15045,129,3,633.66
15046,8,16,5064.01
15047,224,1,343.62
15048,56,5,380.57
15049,227,1,121.17
15050,22,5,1727.17
15051,20,3,1391.61
15052,267,1,215.78
15053,4,3,697.79
15054,11,2,302.1
15057,229,2,1489.5
15058,22,11,2124.99
15059,35,11,1325.82
15060,7,4,303.09
15061,3,55,54228.74
15062,61,4,987.86
15063,181,1,370.8
15065,32,6,3135.98
15066,27,2,760.59
15067,67,3,1744.76
15068,40,2,553.36
15069,153,1,1109.53
15070,313,1,106.2
15071,80,2,982.07
15073,8,4,612.43
15074,89,1,748.87
15075,66,1,773.03
15076,147,1,880.85
15078,6,38,9623.35
15079,180,5,893.66
15081,19,6,487.35
15083,213,1,88.2
15087,234,1,306.94
15088,18,3,1140.27
15089,9,6,2420.84
15090,257,1,381.32
15091,46,2,476.96
15092,183,2,457.81
15093,16,9,4410.14
15095,88,5,1364.7
15096,36,1,219.39
15097,4,1,248.08
15098,155,5,649.5
15099,72,1,410.48
15100,276,6,635.1
15101,7,3,310.03
15103,27,2,703.36
15104,142,3,1002.54
15105,16,7,2298.93
15106,15,7,1407.73
15107,260,8,247.66
15108,120,5,1291.75
15109,199,2,463.75
15110,20,7,970.25
15111,25,3,1567.48
15113,8,4,3439.41
15114,26,10,2760.56
15115,16,1,340.11
15116,15,4,1352.75
15117,12,6,1550.13
15118,114,1,244.8
15119,203,1,266.4
15120,110,2,343.82
15121,43,2,457.72
15122,73,6,1612.13
15123,6,2,2199.31
15124,19,2,184.19
15125,22,23,11117.05
15127,56,1,406.53
15128,52,8,1419.54
15129,43,11,3447.4
15130,144,1,330.11
15132,16,5,977.93
15133,108,3,982.42
15134,12,8,1387.99
15135,193,2,127.15
15136,2,5,1282.45
15139,198,2,178.96
15140,45,8,2350
15142,40,1,498.74
15143,189,1,259.45
15144,7,18,6530.04
15145,4,4,1194.73
15146,140,3,1313.66
15147,185,2,608.65
15148,9,1,301.29
15149,113,1,520.8
15150,15,11,5303.97
15152,8,16,4684.24
15153,27,1,329.25
15154,64,2,240.27
15156,1,3,961.49
15157,3,5,1869.5
15158,39,1,401.4
15159,1,34,18573.68
15160,300,1,158.16
15163,16,2,304.47
15164,59,3,843.05
15165,314,1,487.75
15167,268,1,163
15168,22,1,106.56
15171,271,2,1034.5
15172,7,5,1624.05
15174,269,1,135.75
15175,61,1,224.14
15178,216,1,40.5
15179,16,7,2186.2
15180,309,1,87.5
15181,57,5,680.28
15182,131,2,622.85
15184,25,2,406.76
15185,60,1,310.62
15186,12,2,411.41
15187,1,18,4670.08
15189,1,53,15802.14
15192,101,3,1044.32
15193,52,1,499.32
15194,3,22,7521.17
15195,2,1,3861
15197,7,5,656.44
15198,79,2,193.64
15199,51,4,1268.7
15201,67,11,927.84
15203,22,6,1827.8
15204,300,1,316.58
15205,73,3,648.83
15206,9,4,420.3
15208,1,6,867.62
15210,189,1,331.18
15211,52,2,894.41
15212,198,2,88.95
15213,266,3,325.05
15214,1,8,1661.44
15215,38,6,615.99
15216,75,1,96.6
15218,9,11,5756.89
15219,150,1,305.75
15220,44,7,1758.92
15221,308,2,114.1
15222,266,1,585
15223,189,3,454.9
15224,301,3,310.48
15225,194,1,409.4
15226,259,1,154.41
15227,31,5,1219.4
15228,57,5,3376.96
15230,198,2,429.6
15232,96,2,612.06
15234,230,1,197
15235,184,12,2247.51
15236,249,1,321.05
15237,1,4,1412.32
15238,25,5,1056.54
15239,9,3,764.34
15240,38,7,1685.57
15241,57,9,1738.59
15243,64,1,316.68
15244,56,2,631.57
15245,114,3,2515.84
15246,197,2,514.15
15247,104,1,356
15249,27,15,6657.36
15251,8,15,10327.11
15252,31,2,740.78
15253,14,6,915.3
15254,108,1,300.36
15255,57,1,890.85
15256,126,1,98.45
15257,234,2,232.15
15258,143,2,623.16
15260,86,8,1780.77
15261,115,1,254.82
15262,270,1,178.95
15263,90,1,156.51
15264,55,1,393.74
15265,129,2,1506.12
15266,283,1,119.3
15267,19,5,1717.36
15269,20,1,408.8
15270,13,9,2298.2
15271,6,16,2485.82
15272,49,2,721.94
15274,4,2,716.57
15275,27,2,609.19
15276,57,1,135.31
15277,40,1,255.9
15279,298,2,277.41
15280,147,1,113.12
15281,50,12,2239.95
15286,42,1,240.55
15287,19,3,485.24
15288,37,5,2306.52
15289,25,4,935.1
15290,4,21,7803.77
15291,22,20,4596.51
15292,171,1,180.94
15296,38,10,3610.31
15297,9,4,635.04
15298,2,14,3774.1
15299,58,11,3787.09
15300,55,1,496.44
15301,43,14,5028.12
15303,242,1,574.02
15304,52,10,680.3
15306,55,3,1174.35
15307,82,1,205.3
15308,225,2,302.27
15311,0,118,59419.34
15312,65,5,921.1
15313,94,1,52
15314,169,1,327.97
15315,55,3,551.54
15316,273,1,165
15318,3,1,312.62
15319,236,1,204.5
15320,38,1,267.13
15321,42,4,2650.73
15322,55,2,602.97
15325,88,1,162.29
15326,279,1,311.71
15327,45,1,208.75
15329,30,5,1005.5
15330,28,2,714.96
15332,308,4,1661.06
15333,177,1,1028.56
15334,133,3,351.67
15335,46,1,173.97
15339,57,3,557.57
15341,69,1,2020.52
15342,99,2,391.76
15343,75,1,364.5
15344,0,5,476.58
15345,30,2,367.69
15346,278,1,252.42
15347,308,1,201.6
15348,62,1,158.04
15349,135,2,473.81
15350,314,1,115.65
15351,11,10,1862.14
15353,211,2,777.02
15355,25,2,277.05
15356,27,10,2766.5
15358,4,29,8234.8
15360,34,1,427.93
15361,304,1,418.92
15363,200,2,318.05
15364,82,2,913.19
15365,22,9,1330.45
15366,65,2,602.51
15367,49,5,1867.69
15368,18,1,446.94
15369,123,1,-1592.49
15370,35,8,2360.55
15372,117,1,2007.4
15373,7,13,2213.11
15374,109,1,168
15376,35,3,1233.36
15379,144,8,3631.89
15380,7,6,1682.36
15381,181,2,596.85
15382,12,8,5927.86
15384,144,3,635.76
15385,35,1,316.88
15386,159,1,394.14
15388,225,1,140.54
15389,147,1,500
15392,4,5,1515.73
15393,14,2,231.86
15394,8,4,2183.54
15395,272,1,107.45
15396,95,1,288.18
15397,241,1,94
15398,14,3,1339.63
15399,1,3,815.77
15400,79,6,666.7
15402,126,2,626.77
15405,161,1,349.1
15406,16,4,426.61
15407,29,4,1056.44
15408,220,1,267.18
15410,72,8,3450.84
15411,23,5,1346.38
15412,146,1,190.53
15414,8,3,774.9
15415,262,1,572.81
15416,55,5,3974.37
15417,73,1,508.8
15419,21,1,135.86
15421,50,4,950.36
15422,270,2,97.7
15423,33,1,43.5
15424,211,2,383.34
15426,17,7,1429.9
15427,29,3,1483.14
15428,13,1,93.78
15429,23,3,364.9
15432,20,1,171.19
15433,68,3,417.87
15434,7,6,997.48
15435,19,1,149.29
15436,11,3,1122.53
15437,218,1,200.16
15438,112,1,156.58
15440,47,3,383.68
15442,206,1,594
15443,1,8,3212.16
15444,8,2,1418.26
15445,220,1,113.5
15447,276,1,155.17
15448,261,1,494.64
15449,23,5,971.22
15450,26,1,429.84
15452,25,3,538.73
15453,1,7,1388.37
15454,305,1,179.1
15456,236,3,447.22
15457,218,1,237.07
15458,22,1,161.64
15460,298,1,216.76
15462,81,3,234.6
15463,25,1,126.14
15464,283,1,1048.85
15465,17,24,6945.02
15466,73,1,334.53
15467,8,4,511.88
15468,30,5,438.46
15469,37,4,504.5
15471,2,1,469.48
15472,96,1,371.56
15473,12,10,1465.2
15475,66,1,454.11
15478,35,2,1441.42
15480,99,1,905.5
15482,13,16,6568.72
15483,137,4,233.81
15484,1,5,3563.11
15485,26,3,2575
15488,79,1,91.32
15489,19,4,1090.03
15491,82,7,3090.85
15492,24,2,659.46
15493,28,7,1967.25
15494,18,2,1299.23
15497,15,3,1259.7
15498,0,35,12396.46
15500,7,4,1131.56
15502,13,23,5541.46
15503,305,1,147.09
15504,70,1,52.83
15505,45,7,3497.14
15506,19,3,979.26
15507,146,1,492.36
15508,161,6,1000.27
15510,276,1,250
15511,10,5,909.23
15512,132,2,121
15513,27,22,14520.08
15514,11,13,2963.19
15516,38,3,62.43
15517,193,1,267.03
15518,55,13,1911.89
15520,1,1,343.5
15521,31,13,2574.65
15522,28,2,398.84
15523,72,1,412.01
15524,21,1,440
15525,2,4,811.02
15526,29,2,148.44
15527,16,10,2348.82
15528,211,1,229.33
15529,19,12,3967.78
15530,18,4,1502.35
15531,7,2,2007.44
15532,22,6,1517.08
15533,17,5,746.92
15535,148,7,459.9
15537,139,1,110.92
15539,6,1,538.46
15540,10,1,213.3
15541,97,1,85.13
15543,240,1,127.86
15544,7,11,3542.51
15545,47,2,292.72
15547,6,14,4954.84
15549,66,4,1655.76
15550,4,4,575.63
15551,31,1,436.06
15552,184,1,90.12
15553,52,1,437.23
15554,231,1,217.2
15555,11,20,4758.2
15556,21,1,279.77
15557,24,1,473.65
15561,10,5,722.74
15562,295,1,134.55
15563,7,7,1319.69
15565,43,2,173.16
15567,16,1,186.01
15568,2,3,758.29
15569,88,5,1375.71
15570,6,13,4109.97
15571,10,4,650.43
15572,4,7,2552.86
15573,27,2,607.45
15574,151,4,702.25
15576,32,1,940.67
15577,129,3,258.88
15578,138,1,127.1
15579,59,2,348.6
15581,102,14,3429.97
15582,21,3,682.91
15584,20,5,722.61
15585,150,1,455.3
15587,43,4,913.68
15589,209,4,456.58
15590,241,1,-30.19
15592,40,1,388.58
15593,60,1,199.8
15594,13,6,1767.53
15596,86,9,1343.34
15597,25,2,315.72
15598,30,3,235.68
15599,23,2,761.74
15601,10,17,6745.36
15602,7,15,1083.63
15603,67,1,48.48
15604,45,1,216.39
15605,31,5,1198.23
15606,49,11,2422.64
15607,281,1,104.76
15608,24,4,1093.68
15609,155,2,270.03
15610,44,1,112.46
15611,8,15,1568.39
15612,31,2,195.15
15615,9,27,10360.04
15618,28,5,747.031
15619,9,1,336.4
15620,43,6,1524.4
15621,4,6,1158.77
15622,3,16,3224.53
15623,120,1,301.03
15624,99,4,588.13
15625,86,8,1504.56
15626,64,2,675.8
15628,4,10,2865.64
15630,39,3,1180.4
15632,13,10,3147.31
15634,15,1,243.55
15636,77,2,724.76
15637,45,1,223.36
15638,251,1,-94
15639,114,1,425.32
15640,4,17,12433.34
15641,89,4,1887.2
15643,153,6,647.4
15644,142,4,813
15645,16,1,612.01
15646,134,4,425.14
15648,173,4,599.9
15649,281,2,816
15651,31,3,646.3
15652,78,1,337.74
15653,79,2,877.44
15654,8,2,922.53
15655,193,2,511.32
15656,39,4,748.5
15657,19,1,30
15658,162,8,958.9
15659,37,1,306.45
15660,22,12,1552.01
15661,265,2,309.8
15663,90,1,138.14
15664,43,2,358.63
15665,143,2,2242.01
15667,34,1,301.32
15668,184,1,76.32
15669,35,5,677.69
15670,247,1,173.05
